""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"YKL092C"	4	13	7	3	2	5
"YNL095C"	3	8	5	3	4	1
"YBR007C"	7	9	2	7	1	3
"YAL015C"	0	6	5	4	2	6
"YGL253W"	74	112	75	24	33	34
"YPL124W"	0	3	4	1	1	0
"YDR233C"	52	62	42	31	41	41
"YOL076W"	7	18	10	4	4	6
"YOR196C"	13	20	10	6	7	9
"YEL040W"	71	84	86	2	5	6
"YCR075W-A"	3	2	1	2	2	1
"YNL250W"	4	13	7	8	6	10
"YMR252C"	3	5	0	2	0	1
"YER074W"	87	94	77	27	37	36
"YDR269C"	0	2	0	0	0	0
"YGR206W"	3	2	0	0	2	2
"YLR312W-A"	8	8	8	4	2	13
"YJL106W"	1	0	0	3	2	3
"YKL189W"	1	0	5	2	5	4
"YER152C"	7	7	7	7	8	3
"YCL033C"	1	1	2	4	5	4
"YGR006W"	0	2	0	1	2	1
"YOR041C"	3	1	1	1	0	1
"YCR045C"	2	8	3	1	1	0
"YLR088W"	6	4	5	3	6	6
"YOL131W"	0	0	0	0	0	0
"YPL041C"	0	0	0	1	0	0
"YKL163W"	0	2	1	16	33	52
"YCR079W"	2	7	3	6	10	6
"YNL306W"	10	10	9	4	14	17
"YPR149W"	33	50	34	55	92	89
"YLR040C"	1	2	0	1	2	1
"YBR034C"	15	15	12	4	4	7
"YPL187W"	1	0	0	2	0	0
"YHR030C"	9	16	6	12	11	12
"YDR384C"	3	5	4	82	85	109
"YPR108W-A"	0	0	0	0	0	0
"YMR052W"	0	1	1	0	0	1
"YCR031C"	69	91	64	20	32	33
"YGR124W"	56	73	71	25	31	33
"YIL123W"	39	35	23	13	17	17
"YJL178C"	14	12	13	10	6	4
"YOR163W"	8	4	6	3	9	9
"YOR051C"	12	14	16	3	6	5
"YLR352W"	6	6	3	6	8	4
"YOL105C"	3	3	2	4	1	3
"YHR214C-B"	18	31	22	9	9	11
"YKL018C-A"	2	3	0	2	0	2
"YER090C-A"	0	0	0	0	0	0
"YDR354C-A"	0	0	0	0	0	0
"YPL251W"	1	1	3	0	1	0
"YPR112C"	18	14	14	13	12	15
"YNR038W"	12	7	5	4	7	3
"YDL192W"	33	60	36	14	25	21
"YGR121W-A"	0	0	0	0	0	0
"YLR334C"	0	0	0	0	0	0
"YPR157W"	3	1	0	1	3	0
"YIL109C"	22	37	35	26	33	29
"YGL257C"	3	12	7	4	8	9
"YFL066C"	2	6	6	3	8	12
"YER099C"	3	7	9	4	4	10
"YDR316W-B"	24	41	26	11	18	9
"YGR161C-D"	25	36	23	18	14	23
"YBR299W"	1	0	4	22	32	22
"YNL182C"	11	10	8	1	5	7
"YML042W"	1	0	0	38	60	52
"YPR163C"	57	72	48	25	31	44
"YLR009W"	15	13	6	7	6	10
"YGR152C"	5	4	3	3	4	3
"YDR170C"	33	55	35	19	22	40
"YDL124W"	13	7	13	29	33	47
"YDR268W"	1	8	6	0	2	1
"YIL138C"	7	16	5	10	11	12
"YER091C"	310	439	367	88	123	136
"YOL064C"	40	64	41	11	9	18
"YHR132W-A"	2	3	0	6	8	11
"YOL110W"	3	4	4	4	8	15
"YMR129W"	16	26	16	6	12	12
"YLR153C"	71	128	100	45	57	70
"YOL128C"	2	2	1	1	2	3
"YDR194W-A"	0	0	0	0	0	0
"YJL016W"	1	5	2	7	11	5
"YLR074C"	6	10	5	3	3	5
"YJL197C-A"	0	0	0	0	0	0
"YOR085W"	13	12	14	7	5	6
"YJL190C"	76	89	76	19	21	24
"YPL204W"	22	21	23	13	16	13
"YOR284W"	0	0	2	2	1	4
"YOR159C"	1	5	0	2	1	3
"YER072W"	14	24	8	3	4	10
"YDL004W"	4	9	11	11	24	24
"YOR188W"	13	15	11	6	8	11
"YJL164C"	4	4	1	3	3	5
"YKL002W"	7	14	8	6	8	11
"YNL130C"	22	33	32	17	10	17
"YER100W"	5	10	6	4	15	13
"YDR228C"	6	9	6	8	1	6
"YMR110C"	5	11	7	27	45	55
"YFL048C"	7	18	10	4	7	21
"YBR247C"	9	15	10	8	4	10
"YMR323W"	0	0	1	4	6	4
"YPR117W"	13	11	13	5	6	8
"YKL018W"	2	4	4	1	3	4
"YLR024C"	5	5	12	6	3	7
"YKR026C"	5	12	3	0	2	2
"YNL091W"	13	29	19	18	19	30
"YLL024C"	214	346	232	124	166	193
"YDL159W"	3	3	2	3	5	2
"YLR122C"	0	0	0	0	0	0
"YLR347C"	14	14	16	4	18	11
"YDR159W"	9	10	10	4	5	8
"YPR031W"	5	6	6	3	4	5
"YGL187C"	10	20	15	18	26	16
"YOR040W"	1	4	2	10	6	9
"YDR323C"	1	4	2	4	4	2
"YJR095W"	0	0	0	18	25	45
"YDR485C"	4	7	2	7	6	8
"YNL029C"	6	4	2	1	6	8
"YOL020W"	17	12	11	3	4	7
"YGR011W"	0	0	1	1	1	0
"YJL013C"	5	9	1	4	5	3
"YNL136W"	9	15	10	7	9	14
"YLL057C"	0	0	1	2	3	1
"YER064C"	2	2	3	1	3	1
"YBL057C"	8	12	5	1	4	6
"YDL058W"	14	23	13	9	12	8
"YKR035C"	0	0	0	0	0	2
"YBL087C"	43	51	50	18	15	14
"YGL130W"	9	8	6	5	3	14
"YBR295W"	9	5	2	4	16	14
"YMR035W"	1	2	3	4	3	5
"YKR086W"	7	6	5	3	8	10
"YPL181W"	6	13	4	7	10	15
"YOR075W"	3	2	4	5	4	8
"YDR024W"	0	0	0	0	0	0
"YIL142C-A"	1	2	1	3	0	0
"YMR159C"	1	0	0	0	0	0
"YOR211C"	12	16	5	9	19	17
"YGL084C"	14	20	10	4	9	10
"YKL183W"	7	0	2	1	2	2
"YDR541C"	4	4	3	1	1	2
"YPL245W"	3	7	2	0	0	1
"YGR118W"	66	109	83	24	29	40
"YDR369C"	2	4	3	4	6	5
"YLR437C-A"	0	0	0	1	0	2
"YOL049W"	11	27	18	7	13	17
"YJR140W-A"	0	0	0	0	0	0
"YJR044C"	5	2	3	3	7	17
"YMR088C"	15	15	15	4	5	4
"YDR436W"	4	6	7	6	6	12
"YIL083C"	2	7	12	3	7	6
"YDR381C-A"	5	3	4	3	6	5
"YDR230W"	0	0	0	2	0	1
"YHR133C"	19	8	13	3	4	4
"YOR124C"	19	15	19	14	23	20
"YBR076W"	0	1	0	0	0	2
"YDL064W"	6	5	5	2	2	6
"YIL058W"	0	0	0	1	0	0
"YJL103C"	2	4	1	5	14	10
"YGR024C"	3	5	4	3	4	9
"YDR127W"	47	78	67	48	43	58
"YIL147C"	12	16	11	7	12	6
"YML097C"	3	5	5	5	4	5
"YNL051W"	6	7	2	5	6	8
"YBR051W"	0	0	0	1	1	0
"YMR097C"	1	1	2	7	4	3
"YNL059C"	15	13	11	9	10	10
"YLR033W"	7	13	7	5	4	6
"YJR033C"	11	7	4	6	9	10
"YMR253C"	2	6	4	6	7	4
"YPR050C"	0	0	0	1	0	0
"YFR032C-B"	0	1	0	0	0	0
"YGL249W"	2	3	4	0	2	4
"YHL040C"	4	16	7	7	6	5
"YLR023C"	11	15	7	13	20	24
"YFL040W"	0	0	1	1	0	0
"YBL098W"	28	22	18	8	10	6
"YJR009C"	380	458	354	74	98	131
"YPR180W"	2	8	5	4	7	9
"YGR148C"	63	93	63	16	28	22
"YJL196C"	21	17	23	8	5	7
"YHR105W"	1	1	1	3	0	5
"YMR204C"	2	2	3	0	0	4
"YCR053W"	35	48	34	16	27	25
"YLR085C"	6	8	2	0	4	6
"YDR069C"	1	6	5	4	5	7
"YDL074C"	13	18	23	10	17	21
"YHR114W"	9	5	2	7	10	10
"YLR137W"	3	2	3	3	0	1
"YOR346W"	11	15	13	7	8	7
"YPR010C"	70	61	66	13	23	35
"YGR257C"	6	9	3	3	7	4
"YOR279C"	0	3	5	3	3	5
"YLR306W"	1	1	0	3	2	3
"YGR242W"	0	0	1	0	1	0
"YJL112W"	8	17	9	7	8	15
"YBR036C"	31	29	21	19	24	30
"YLR398C"	15	26	17	6	4	10
"YEL022W"	15	18	19	8	8	13
"YLR309C"	11	20	16	14	17	15
"YPL092W"	9	6	5	20	30	35
"YDR282C"	3	5	2	0	6	4
"YIR018C-A"	0	0	0	0	0	0
"YLR446W"	2	2	1	0	2	1
"YPL227C"	10	16	5	2	1	3
"YGR273C"	0	0	0	0	0	0
"YMR184W"	4	4	4	0	2	0
"YBL081W"	4	5	6	1	2	3
"YLR160C"	12	13	7	9	9	9
"YFR046C"	2	4	1	6	3	2
"YHR194W"	1	5	1	4	3	5
"YJR142W"	3	3	1	1	5	3
"YGL027C"	26	23	11	8	12	9
"YLR423C"	2	2	2	1	3	4
"YBR182C-A"	0	0	0	0	0	0
"YMR286W"	5	3	0	2	3	3
"YDL036C"	5	5	5	4	4	6
"YBR213W"	7	12	6	0	1	3
"YHR037W"	12	23	18	7	18	20
"YOL159C-A"	1	0	0	0	1	0
"YLR107W"	2	4	3	6	5	2
"YNR045W"	5	4	5	3	5	4
"YER137W-A"	0	0	0	0	0	0
"YMR072W"	8	8	11	16	14	19
"YPL205C"	1	4	2	0	0	3
"YER166W"	18	37	19	19	17	21
"YAL026C-A"	0	1	0	0	0	2
"YDL186W"	0	0	0	0	0	1
"YDR152W"	8	18	8	10	6	7
"YLR163W-A"	0	0	0	0	0	0
"YDR216W"	4	5	1	26	17	22
"YCR082W"	2	7	3	3	7	9
"YER063W"	12	18	10	6	4	6
"YHR045W"	13	14	8	9	7	13
"YMR280C"	4	3	1	11	12	14
"YNL090W"	1	3	1	1	1	2
"YOR330C"	8	8	11	6	4	11
"YPL072W"	3	7	3	1	2	3
"YKR091W"	2	2	1	6	1	6
"YPL252C"	5	5	3	0	3	2
"YGL057C"	3	1	2	4	7	4
"YNL049C"	7	10	9	10	5	9
"YDL073W"	10	11	2	3	4	10
"YNL108C"	3	3	5	0	2	0
"YEL042W"	27	31	15	9	18	22
"YKL085W"	21	27	11	45	33	57
"YJR018W"	0	0	0	0	0	0
"YLR219W"	6	10	8	8	16	12
"YBR082C"	21	23	17	7	13	12
"YGL173C"	51	44	30	31	41	45
"YNL138W"	22	33	19	17	15	19
"YOR072W-A"	0	0	0	0	1	0
"YLR355C"	205	294	240	128	136	172
"YLR039C"	9	12	7	9	13	5
"YHL032C"	6	7	9	36	39	54
"YIL112W"	11	20	4	13	12	15
"YHR002W"	0	1	3	4	3	2
"YPL038W"	2	0	2	1	4	1
"YJR085C"	6	10	2	16	5	12
"YPL196W"	5	5	3	1	7	10
"YER088W-B"	0	0	0	0	0	0
"YBR161W"	5	7	2	2	2	1
"YCR032W"	4	12	5	6	10	13
"YGR218W"	23	38	22	5	23	27
"YJL015C"	0	0	0	0	0	1
"YOR234C"	38	45	29	13	15	21
"YDR465C"	12	13	10	8	17	13
"YIL169C"	17	26	21	19	19	18
"YLR296W"	0	0	0	0	0	1
"YCL030C"	112	185	126	52	64	65
"YBR114W"	4	7	3	4	5	3
"YLR284C"	1	3	1	7	7	10
"YOR017W"	4	11	8	4	6	1
"YLR036C"	0	2	0	1	0	0
"YDR371W"	2	6	2	2	4	6
"YML099W-A"	1	0	0	0	0	0
"YBR162W-A"	4	6	8	3	3	0
"YIL095W"	3	11	4	2	2	4
"YPL281C"	1	0	0	1	4	4
"YER105C"	30	35	23	13	18	18
"YDR210W-A"	0	0	0	0	0	0
"YJR080C"	2	4	0	2	2	3
"YIL055C"	2	4	3	12	6	12
"YJR158W"	1	0	0	1	1	5
"YLR081W"	0	1	1	0	1	1
"YFL036W"	13	21	17	7	16	22
"YEL053W-A"	6	4	3	1	2	7
"YGR290W"	0	0	0	1	1	0
"YKL157W"	25	36	23	31	29	41
"YER189W"	0	0	1	0	1	1
"YKL113C"	8	13	7	3	10	13
"YER014W"	2	6	4	9	5	2
"YDL228C"	1	4	6	1	0	1
"YDL112W"	15	30	16	11	8	18
"YPR164W"	13	7	8	9	12	14
"YPR136C"	1	0	1	0	0	0
"YER158C"	6	2	6	4	6	5
"YGR294W"	0	0	0	0	0	0
"YNL189W"	22	31	13	11	23	37
"YJL079C"	10	8	5	21	24	28
"YER049W"	26	47	23	7	7	13
"YKL109W"	14	14	20	23	27	24
"YGR293C"	0	0	0	0	0	0
"YDR179W-A"	1	5	4	1	3	1
"YBR280C"	2	1	3	8	14	15
"YJL171C"	18	13	8	6	5	3
"YLR369W"	12	12	10	6	8	10
"YBR259W"	4	2	3	3	7	3
"YGL181W"	11	11	5	4	6	3
"YML084W"	0	0	0	0	0	0
"YHR040W"	4	2	5	3	4	5
"YKR102W"	1	1	4	1	1	4
"YLR096W"	16	15	11	6	5	8
"YMR320W"	1	2	0	1	0	0
"YDR475C"	6	6	11	8	9	12
"YMR270C"	2	5	5	3	3	3
"YEL060C"	17	22	8	68	78	121
"YJR023C"	0	0	1	0	0	0
"YDL240W"	7	13	7	2	4	4
"YDL226C"	18	13	14	13	4	11
"YDR394W"	30	28	16	24	30	33
"YER128W"	1	3	1	4	0	4
"YDR324C"	24	36	17	10	3	6
"YGL198W"	2	3	1	2	1	2
"YLR344W"	39	34	40	20	19	15
"YBR223C"	1	2	1	1	2	4
"YHR219W"	4	6	6	0	1	7
"YAL022C"	0	4	5	4	5	4
"YMR079W"	7	18	12	9	8	13
"YHR071W"	11	11	8	13	22	17
"YKR081C"	7	17	13	4	3	5
"YLR280C"	0	0	0	0	0	0
"YLR401C"	15	14	17	5	1	10
"YMR200W"	13	18	12	9	11	12
"YMR264W"	11	11	13	10	8	8
"YBR165W"	1	3	1	2	6	4
"YOL046C"	0	0	0	0	0	0
"YIL027C"	3	4	5	4	3	2
"YNR049C"	2	4	1	0	5	4
"YER155C"	32	49	34	14	17	8
"YJL035C"	1	3	1	2	2	4
"YPL249C"	7	10	4	5	5	10
"YPR038W"	0	1	0	0	1	1
"YAL030W"	0	5	1	4	4	6
"YLR131C"	7	13	5	5	5	2
"YLR285C-A"	0	0	2	1	0	0
"YAR014C"	15	25	18	14	11	10
"YGL261C"	0	0	0	0	0	0
"YLR162W"	0	0	0	0	0	0
"YER156C"	10	34	10	6	10	5
"YBR238C"	3	3	8	0	0	2
"YIL156W-A"	0	1	0	0	0	0
"YER066W"	2	0	1	0	3	3
"YDR210W"	0	0	0	0	0	0
"YDL130W-A"	6	4	1	13	8	15
"YLR233C"	4	1	4	3	3	4
"YCL046W"	0	0	1	1	0	1
"YDR147W"	6	4	8	4	6	5
"YPL127C"	10	15	10	15	12	11
"YPL077C"	2	3	1	0	1	0
"YMR157C"	5	12	4	6	2	4
"YPL051W"	2	4	2	4	4	6
"YER111C"	6	13	8	5	6	10
"YMR176W"	8	13	5	6	8	10
"YOR002W"	16	14	6	8	11	16
"YGL182C"	0	0	0	0	0	0
"YAL061W"	1	2	0	11	17	22
"YBR275C"	8	14	18	11	9	12
"YOR175C"	13	27	22	18	14	24
"YER079C-A"	0	0	1	2	2	0
"YGR215W"	5	6	3	1	1	6
"YKL161C"	8	2	1	2	3	0
"YNL118C"	26	24	17	11	17	19
"YNL037C"	32	53	33	18	22	33
"YDR489W"	3	3	2	1	2	3
"YNR050C"	94	145	115	31	48	81
"YGL179C"	4	5	1	3	4	0
"YJL109C"	29	50	27	10	7	11
"YML096W"	2	8	6	5	1	6
"YHR214C-E"	0	0	0	1	1	1
"YGL235W"	0	1	0	0	0	0
"YGR188C"	4	2	4	3	1	6
"YMR089C"	29	28	19	20	22	26
"YOR264W"	4	7	5	4	4	8
"YOL045W"	7	5	2	6	8	14
"YIL070C"	18	16	11	12	9	14
"YPL207W"	33	54	23	10	27	27
"YBR079C"	47	74	52	23	16	24
"YCR091W"	3	3	3	2	5	5
"YKL190W"	10	8	10	9	3	9
"YLR357W"	5	9	4	6	11	9
"YGL203C"	9	22	9	10	14	10
"YHR077C"	22	22	22	19	24	29
"YIL117C"	4	0	0	3	11	8
"YMR307W"	152	149	94	59	67	87
"YDL240C-A"	0	0	0	0	0	0
"YOL152W"	2	1	0	0	2	2
"YJR131W"	1	4	1	4	2	4
"YJL003W"	5	7	2	3	0	2
"YDR196C"	3	3	3	3	6	5
"YNL082W"	8	10	3	3	4	13
"YLR286W-A"	0	0	0	0	0	0
"YDL195W"	39	27	32	25	35	55
"YPR095C"	3	4	6	3	4	7
"YLL048C"	37	63	37	35	24	27
"YBR003W"	10	9	8	5	7	1
"YDR310C"	18	21	20	9	9	12
"YGL148W"	28	42	35	8	15	22
"YJR035W"	3	5	1	6	14	8
"YKL023C-A"	2	1	3	4	3	2
"YNR032W"	2	4	2	2	3	3
"YOR245C"	7	4	5	6	9	12
"YPL102C"	0	1	1	0	0	2
"YOR335W-A"	0	0	0	0	0	0
"YDL241W"	0	1	1	1	0	0
"YLR004C"	0	0	1	4	6	3
"YNL299W"	4	10	3	3	6	6
"YJL057C"	2	6	4	8	12	13
"YOL144W"	3	8	4	2	2	5
"YGL111W"	5	10	6	3	2	7
"YBR181C"	129	162	146	52	50	62
"YLR062C"	2	2	0	0	0	0
"YCL038C"	4	4	2	5	6	8
"YFR036W-A"	1	0	0	0	0	0
"YPR158W"	4	5	7	3	7	6
"YJR159W"	1	2	1	0	0	1
"YJL222W-A"	0	0	0	0	0	0
"YOR313C"	0	2	4	0	2	1
"YGL039W"	8	7	4	3	0	1
"YDL207W"	6	9	8	5	4	11
"YPL257W-A"	0	0	0	0	0	0
"YOR014W"	21	15	16	9	22	15
"YLR394W"	3	5	2	3	4	4
"YOL069W"	4	4	1	2	2	5
"YAR019W-A"	0	0	0	0	0	0
"YML099C"	9	11	9	3	6	10
"YNL231C"	14	30	17	1	5	13
"YCR006C"	1	1	0	0	0	1
"YJL159W"	64	76	63	87	84	113
"YGL220W"	7	9	0	4	3	7
"YER093C-A"	3	2	1	1	1	3
"YLR042C"	0	1	0	1	1	1
"YLR425W"	4	7	6	7	4	8
"YOR187W"	52	65	60	30	42	59
"YEL036C"	23	27	16	13	16	19
"YJL125C"	3	14	11	6	5	9
"YNL160W"	2	1	1	32	30	53
"YNL107W"	1	2	1	2	3	3
"YGR013W"	2	6	1	6	6	8
"YLL066W-A"	0	0	0	0	0	0
"YJL054W"	6	18	12	4	13	13
"YDR330W"	4	4	9	5	15	6
"YMR214W"	14	10	8	6	4	7
"YBR211C"	3	5	2	1	2	1
"YBR058C"	8	13	13	13	11	7
"YMR042W"	4	2	2	0	2	3
"YNR008W"	13	12	14	3	6	8
"YJR019C"	5	4	1	11	14	21
"YIL177W-A"	0	0	0	0	0	0
"YKL208W"	3	3	2	1	3	5
"YDL084W"	32	84	53	21	25	35
"YGL077C"	45	67	50	20	22	31
"YAR019C"	3	4	4	1	5	3
"YLR182W"	9	13	12	9	7	15
"YNL121C"	33	47	26	19	23	30
"YJR137C"	137	240	178	66	83	83
"YMR308C"	32	50	39	12	14	15
"YDL182W"	88	157	115	41	43	57
"YMR309C"	33	54	32	18	24	25
"YLR231C"	5	8	3	6	3	6
"YMR170C"	4	3	2	2	3	15
"YDL208W"	18	27	25	8	2	4
"YOR099W"	28	34	17	6	13	14
"YOR293C-A"	0	0	0	0	0	0
"YAL043C"	6	18	6	7	14	6
"YDR531W"	7	20	18	11	10	16
"YAR071W"	3	1	1	3	4	4
"YBR028C"	6	13	9	3	3	5
"YKL103C"	7	10	10	9	6	12
"YNL225C"	0	6	3	2	2	3
"YLR055C"	8	12	5	4	7	7
"YAR029W"	0	0	0	0	0	0
"YPR074W-A"	0	0	0	0	0	0
"YDR486C"	1	3	8	4	3	9
"YDR377W"	10	11	8	15	13	20
"YIR023W"	10	8	8	4	5	4
"YHR115C"	9	14	3	3	5	14
"YPL007C"	3	4	3	1	5	6
"YDR248C"	3	7	2	4	6	5
"YGR027W-B"	26	45	40	10	20	24
"YHL037C"	0	0	0	0	0	0
"YNL111C"	20	24	15	6	4	6
"YOR008W-B"	0	0	0	0	0	0
"YDR415C"	5	8	4	6	5	4
"YPR032W"	8	7	5	4	6	5
"YFL059W"	0	2	1	4	2	4
"YJL173C"	7	9	6	3	6	8
"YDR298C"	21	33	14	27	22	33
"YOR114W"	2	3	1	1	1	2
"YDR406W"	11	9	7	3	4	16
"YNR054C"	3	5	4	2	3	1
"YCR071C"	4	7	3	3	2	2
"YOL019W-A"	0	0	0	0	0	0
"YDL138W"	9	9	8	6	2	9
"YHR199C"	2	7	5	2	9	8
"YOL108C"	2	5	4	6	1	1
"YHR154W"	11	16	6	10	5	8
"YNR075W"	3	2	5	0	0	0
"YLR302C"	0	0	0	0	0	0
"YGR240C-A"	2	2	0	0	0	0
"YHR038W"	2	5	2	2	4	6
"YOR360C"	5	9	9	5	3	5
"YNL008C"	7	19	3	10	19	9
"YOR309C"	3	2	1	0	0	0
"YDL068W"	0	0	0	0	0	0
"YKL065C"	9	12	12	11	14	10
"YMR191W"	2	8	4	28	42	45
"YHR027C"	60	78	84	57	74	110
"YJL194W"	1	1	1	1	0	0
"YOR148C"	5	3	0	4	4	4
"YLR047C"	5	7	6	3	6	5
"YKR050W"	3	7	0	5	4	9
"YLR225C"	10	13	4	3	3	3
"YDR219C"	8	4	7	5	4	7
"YCR090C"	7	8	6	5	0	6
"Q0140"	0	0	0	0	0	0
"YDR084C"	7	1	4	4	7	3
"YMR168C"	4	4	5	3	2	3
"YGL252C"	15	19	7	12	11	8
"YGL221C"	9	12	12	6	4	5
"YJR020W"	0	0	0	0	0	0
"YKL114C"	10	9	8	4	5	8
"YDR077W"	80	45	26	281	276	331
"YIL141W"	1	2	0	0	0	0
"YPL103C"	4	6	2	5	2	1
"YJR155W"	2	5	2	1	4	3
"YJR051W"	4	10	7	4	6	9
"YLR167W"	184	231	169	86	57	95
"YMR230W"	34	60	40	11	20	21
"YPR079W"	4	4	2	8	2	6
"YJR148W"	1	5	5	10	17	25
"YMR275C"	8	18	8	8	9	7
"YJR102C"	0	3	2	0	1	3
"YHR052W-A"	0	0	0	0	0	0
"YLR428C"	0	0	0	2	0	0
"YER117W"	99	109	82	16	39	41
"YIL102C-A"	0	1	0	0	0	0
"YPL128C"	5	5	5	1	4	5
"YJR075W"	19	24	13	11	7	17
"YPL149W"	5	9	0	3	8	6
"YGR147C"	11	13	7	6	9	13
"YPL132W"	5	7	5	1	3	3
"YLR409C"	26	19	24	7	6	9
"YDR121W"	1	1	0	5	4	3
"YOR176W"	5	6	4	5	5	10
"YGR182C"	1	3	3	3	4	5
"YNL190W"	29	31	22	12	12	26
"YDL204W"	1	2	4	14	47	50
"YKL050C"	1	3	2	8	13	15
"YOL081W"	6	23	8	8	46	45
"YML133W-A"	0	0	0	0	0	0
"YDR098C"	10	24	8	8	6	8
"YBL108C-A"	0	0	0	0	0	0
"YMR048W"	3	5	5	0	5	9
"YOL011W"	11	11	7	9	5	13
"YOR177C"	1	0	1	0	2	0
"YGR205W"	4	4	2	6	4	7
"YLR188W"	9	19	9	10	11	12
"YOL034W"	8	13	10	6	13	13
"YJR066W"	12	24	11	4	13	11
"YFL021C-A"	0	1	0	0	0	0
"YCR050C"	0	0	0	0	0	0
"YOR186C-A"	0	0	0	0	0	0
"YHR159W"	1	1	1	1	2	1
"YBL090W"	4	9	6	5	4	7
"YPL139C"	1	6	10	5	4	6
"YBR203W"	5	1	2	8	6	13
"YBR121C"	76	84	62	33	29	38
"YGR109C"	4	2	3	2	0	0
"YAL002W"	6	13	3	6	6	6
"YKL215C"	9	14	14	10	9	11
"YGR255C"	5	11	7	4	8	5
"YIL120W"	1	0	1	1	2	3
"YKL165C-A"	0	0	0	0	0	0
"YKR094C"	50	69	45	20	17	29
"YER175C"	3	4	3	5	6	6
"YMR256C"	7	8	4	7	5	11
"YDR070C"	0	0	0	10	18	19
"YEL064C"	4	1	5	3	4	2
"YGL133W"	9	13	7	12	9	18
"YPR156C"	10	17	9	6	10	6
"YER067W"	1	1	0	2	0	1
"YOR003W"	2	4	1	4	6	4
"YAL056W"	6	11	5	5	13	8
"YGL067W"	5	9	5	2	2	5
"YHL050W-A"	0	0	0	0	0	0
"YNL119W"	5	6	3	1	2	4
"YNR035C"	23	18	23	11	14	23
"YOR232W"	17	28	15	8	5	13
"YMR092C"	19	22	16	19	18	22
"YNL226W"	0	0	1	0	1	0
"YDR461W"	4	3	1	0	3	1
"YOR317W"	29	39	24	65	49	72
"YAR066W"	1	0	0	5	1	0
"YGR162W"	59	74	61	18	28	24
"YPL249C-A"	5	7	5	2	4	4
"YMR102C"	5	6	2	4	2	5
"YDL066W"	35	39	31	10	15	15
"YOR387C"	1	0	0	0	0	0
"YGL070C"	6	4	1	1	3	3
"YKL010C"	5	19	10	17	18	17
"YDR543C"	0	0	0	0	0	0
"YJL076W"	25	36	19	9	8	20
"YML025C"	12	14	13	2	7	5
"YBR272C"	8	3	6	14	5	10
"YDL111C"	8	12	5	1	3	5
"YDR524C-A"	0	0	0	0	0	0
"YIR030C"	1	3	6	0	1	1
"YPR018W"	6	6	8	5	5	6
"YNL316C"	4	4	4	2	1	4
"YGR161C"	2	4	2	28	33	55
"YMR068W"	4	4	2	3	2	1
"YKL168C"	6	3	2	5	4	7
"YIL011W"	2	2	0	1	2	1
"YDR476C"	2	5	3	6	3	3
"YLR157C"	1	2	0	1	1	2
"YGL165C"	0	0	0	0	1	0
"YPL272C"	1	2	2	2	0	0
"YJL123C"	14	31	17	12	17	24
"YJR078W"	3	7	3	3	3	5
"YNL067W-A"	0	0	0	0	0	0
"YHR080C"	5	7	7	6	2	8
"YMR086W"	11	22	17	15	12	11
"YDR213W"	2	6	6	1	3	3
"YNL071W"	28	40	28	39	40	43
"YDL113C"	3	7	7	5	5	5
"YJL137C"	1	3	4	4	11	13
"YJL114W"	0	0	0	1	0	0
"YBL086C"	2	5	2	2	8	4
"YGL006W"	31	40	21	22	30	48
"YMR007W"	0	0	0	0	1	0
"YFR026C"	1	1	1	2	1	1
"YHR119W"	12	8	6	0	4	4
"YML087C"	3	2	0	1	1	6
"YMR066W"	4	6	3	6	2	7
"YLR090W"	9	12	12	6	5	10
"YER006C-A"	0	0	0	0	0	0
"YPR196W"	8	5	3	3	0	3
"YLR052W"	1	4	3	1	3	5
"YMR225C"	4	1	2	5	1	1
"YOR230W"	23	37	21	59	85	73
"YOL102C"	5	4	3	4	1	1
"YBR062C"	2	8	7	2	6	9
"YBR169C"	4	4	2	37	53	71
"YFR019W"	13	13	14	12	13	8
"YDR004W"	1	12	4	3	8	8
"YER076C"	1	2	2	0	3	0
"YBR126W-B"	0	0	1	0	1	0
"YBR210W"	2	10	4	0	0	2
"YPL206C"	11	9	8	3	14	11
"YJL170C"	0	2	0	1	4	0
"YKR073C"	0	0	0	0	0	0
"YNL322C"	14	14	8	15	18	18
"YBL100W-C"	0	0	0	0	0	0
"YHR155W"	7	8	5	5	4	8
"YNR043W"	19	42	29	18	7	18
"YLR083C"	28	32	28	7	9	17
"YBR223W-A"	0	0	0	0	0	0
"YGR082W"	6	9	5	7	6	6
"YER004W"	19	14	12	28	30	41
"YNL232W"	5	8	6	6	2	9
"YMR251W-A"	7	12	6	12	17	16
"YNL209W"	194	228	194	80	113	126
"YDR037W"	57	97	73	26	38	44
"YHR153C"	0	0	2	1	0	0
"YKR055W"	2	1	3	1	2	4
"YPR016C"	15	29	19	8	18	15
"YOR316C"	13	14	6	19	15	21
"YLR060W"	25	45	55	9	14	15
"YNL178W"	173	218	175	48	50	81
"YHR206W"	6	9	12	7	2	8
"YPL090C"	152	206	155	39	60	79
"YLR132C"	2	4	0	3	1	3
"YNL025C"	3	0	2	1	5	3
"YDR483W"	15	27	21	12	12	23
"YPR027C"	2	1	2	1	2	0
"YPL067C"	1	2	0	2	1	1
"YCR026C"	10	12	7	9	6	11
"YDL214C"	1	0	1	13	12	12
"YLR326W"	6	2	1	6	2	5
"YMR080C"	27	19	20	11	18	14
"YBL082C"	6	6	3	2	1	3
"YGL092W"	28	23	17	9	8	20
